;21 Июнь 2014 г.;363,49;36,349;1363,49;;
;22 Июнь 2014 г.;364,38;36,438;1364,38;;
;23 Июнь 2014 г.;365,27;36,527;1365,27;;
;24 Июнь 2014 г.;366,15;36,615;1366,15;;
;25 Июнь 2014 г.;367,04;36,704;1367,04;;
;26 Июнь 2014 г.;367,93;36,793;1367,93;;
;27 Июнь 2014 г.;368,82;36,882;1368,82;;
;28 Июнь 2014 г.;369,71;36,971;1369,71;;
;29 Июнь 2014 г.;370,60;37,060;1370,60;;
;30 Июнь 2014 г.;371,49;37,149;1371,49;;
;01 Июль 2014 г.;372,38;37,238;1372,38;;
